City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
285,Wanning,CN,2022-12-02 02:31:43,18.8003,110.3967,66.83,90,100,15.3
286,Wagar,SD,2022-12-02 02:31:43,16.1525,36.2032,71.92,76,27,7.0
287,Prudyanka,UA,2022-12-02 02:31:44,50.2361,36.1683,27.95,54,98,14.58
288,Kiunga,PG,2022-12-02 02:31:44,-6.1219,141.2906,88.05,55,99,5.28
289,Chalus,IR,2022-12-02 02:31:44,36.655,51.4204,49.46,100,75,6.91
290,Mirnyy,RU,2022-12-02 02:31:45,62.5353,113.9611,-10.77,83,100,8.99
291,San Jose,US,2022-12-02 02:28:31,37.3394,-121.895,48.07,91,100,3.44
292,Qax,AZ,2022-12-02 02:31:45,41.4225,46.9242,36.59,96,100,1.21
293,Howard Springs,AU,2022-12-02 02:31:45,-12.497,131.047,95.88,48,95,4.09
294,Brae,GB,2022-12-02 02:31:46,60.3964,-1.353,47.62,90,100,25.61
295,La Asuncion,VE,2022-12-02 02:31:46,11.0333,-63.8628,78.53,94,3,9.22
296,Nizwa,OM,2022-12-02 02:31:46,22.9333,57.5333,66.02,43,12,2.44
297,Walvis Bay,NA,2022-12-02 02:31:47,-22.9575,14.5053,61.09,90,10,12.68
298,Aracuai,BR,2022-12-02 02:31:47,-16.8497,-42.0703,72.32,96,100,2.71
299,Vestmannaeyjar,IS,2022-12-02 02:31:47,63.4427,-20.2734,44.4,69,99,22.32
300,Tura,IN,2022-12-02 02:31:47,25.5198,90.2201,71.38,59,0,1.03
301,Asau,RO,2022-12-02 02:31:48,46.4333,26.4,29.32,95,100,1.7
302,Loukhi,RU,2022-12-02 02:31:48,66.0764,33.0381,15.57,98,75,2.24
303,Takayama,JP,2022-12-02 02:31:48,36.1333,137.25,39.47,75,96,7.47
304,Kodinar,IN,2022-12-02 02:31:49,20.7903,70.7031,73.67,47,0,5.41
305,Uyaan,PH,2022-12-02 02:31:49,7.8631,124.0411,76.23,63,68,2.1
306,Hami,CN,2022-12-02 02:31:49,42.8,93.45,16.7,19,100,1.9
307,Marsa Matruh,EG,2022-12-02 02:31:49,31.3525,27.2453,53.8,66,0,0.0
308,Pochutla,MX,2022-12-02 02:31:50,15.7432,-96.4661,75.81,75,89,3.89
309,Samarai,PG,2022-12-02 02:31:50,-10.6167,150.6667,86.5,68,95,3.94
310,Ahipara,NZ,2022-12-02 02:31:50,-35.1667,173.1667,64.09,62,100,9.75
311,Yining,CN,2022-12-02 02:31:50,29.0361,114.5636,40.42,77,59,1.28
312,Kutum,SD,2022-12-02 02:31:51,14.2,24.6667,63.63,31,26,5.44
313,Swan Hill,AU,2022-12-02 02:29:33,-35.3378,143.5544,81.81,36,1,4.94
314,Zyryanka,RU,2022-12-02 02:31:51,65.75,150.85,-26.79,91,99,9.33
315,Le Port,RE,2022-12-02 02:31:51,-20.9373,55.2919,78.89,76,7,1.54
316,Longyearbyen,SJ,2022-12-02 02:31:52,78.2186,15.6401,40.84,70,75,8.05
317,Palmer,US,2022-12-02 02:31:37,42.1584,-72.3287,36.45,61,40,8.05
318,Markova,UA,2022-12-02 02:32:52,48.6758,24.4138,27.54,91,100,1.86
319,Nome,US,2022-12-02 02:32:52,64.5011,-165.4064,24.87,86,100,11.5
320,Caravelas,BR,2022-12-02 02:32:52,-17.7125,-39.2481,73.96,95,100,10.71
321,Kodiak,US,2022-12-02 02:32:53,57.79,-152.4072,36.91,48,0,25.32
322,Teya,RU,2022-12-02 02:32:53,60.3778,92.6267,-15.23,99,81,2.21
323,Manono,CD,2022-12-02 02:32:53,-7.3,27.4167,67.32,99,100,1.83
324,Atar,MR,2022-12-02 02:32:54,20.5169,-13.0499,66.74,20,68,7.31
325,Freeport,US,2022-12-02 02:30:50,40.6576,-73.5832,39.18,55,0,11.5
326,Buraydah,SA,2022-12-02 02:32:54,26.326,43.975,61.25,64,3,7.99
327,Povenets,RU,2022-12-02 02:32:54,62.8487,34.8262,19.24,96,100,1.36
328,Fauske,NO,2022-12-02 02:32:54,67.2588,15.3918,33.84,80,5,6.87
329,Najran,SA,2022-12-02 02:32:55,17.4924,44.1277,54.25,48,28,1.95
330,Vardo,NO,2022-12-02 02:32:55,70.3705,31.1107,33.78,86,100,3.44
331,Ornes,NO,2022-12-02 02:32:55,66.8689,13.7078,33.51,72,2,6.22
332,Chegdomyn,RU,2022-12-02 02:32:56,51.1167,133.0167,-9.09,83,94,2.06
333,Lasa,IT,2022-12-02 02:32:56,46.6166,10.7002,38.28,82,100,1.23
334,Souillac,MU,2022-12-02 02:32:56,-20.5167,57.5167,71.98,88,20,3.44
335,Faya,SA,2022-12-02 02:32:56,18.3851,42.4509,48.72,67,1,0.6
336,Husavik,IS,2022-12-02 02:32:57,66.0449,-17.3389,35.31,88,59,14.27
337,Tubuala,PA,2022-12-02 02:32:57,9.5167,-79.0333,80.08,79,37,11.23
338,Karaidel,RU,2022-12-02 02:32:57,55.8337,56.9069,1.31,87,19,5.93
339,Airai,TL,2022-12-02 02:32:58,-8.9266,125.4092,75.56,45,29,1.59
340,Whitehorse,CA,2022-12-02 02:32:07,60.7161,-135.0538,0.37,77,100,11.5
341,Rengo,CL,2022-12-02 02:32:58,-34.4167,-70.8667,60.67,41,0,0.6
342,Ulladulla,AU,2022-12-02 02:32:58,-35.35,150.4667,66.16,61,59,6.73
343,Labuhan,ID,2022-12-02 02:32:59,-6.8844,112.2051,84.7,64,74,10.47
344,Palana,RU,2022-12-02 02:32:59,59.1167,159.9667,10.56,79,10,8.9
345,Sola,VU,2022-12-02 02:32:59,-13.8833,167.55,84.87,79,76,4.61
346,Dezhou,CN,2022-12-02 02:32:59,37.4486,116.2925,35.53,18,3,16.58
347,Port Blair,IN,2022-12-02 02:30:17,11.6667,92.75,82.44,83,75,6.91
348,Hervey Bay,AU,2022-12-02 02:33:00,-25.2986,152.8535,76.01,66,66,10.0
349,Tagusao,PH,2022-12-02 02:33:00,9.1924,117.8141,79.25,83,100,5.61
350,Grand Baie,MU,2022-12-02 02:33:00,-20.0182,57.5802,74.44,74,36,7.63
351,Alofi,NU,2022-12-02 02:33:00,-19.0595,-169.9187,84.09,74,75,6.91
352,Gariaband,IN,2022-12-02 02:33:01,20.635,82.0614,71.01,55,0,2.75
353,Lagoa,PT,2022-12-02 02:33:01,39.05,-27.9833,57.24,53,90,26.37
354,Noyabrsk,RU,2022-12-02 02:32:10,63.1994,75.4507,-10.46,93,56,8.79
355,Half Moon Bay,US,2022-12-02 02:33:01,37.4636,-122.4286,49.24,89,20,9.22
356,Opuwo,NA,2022-12-02 02:33:02,-18.0607,13.84,69.93,54,87,2.68
357,Emba,KZ,2022-12-02 02:33:02,48.8264,58.1442,12.69,52,100,9.42
358,Tera,NE,2022-12-02 02:33:02,14.0078,0.7531,74.59,19,84,6.51
359,Muisne,EC,2022-12-02 02:33:02,0.6,-80.0333,74.7,83,99,9.51
360,Qarqin,AF,2022-12-02 02:33:03,37.4185,66.0436,39.81,38,100,13.29
361,Sakakah,SA,2022-12-02 02:33:03,29.9697,40.2064,56.77,63,22,6.22
362,Vilyuysk,RU,2022-12-02 02:33:03,63.7553,121.6247,-9.36,96,100,5.91
363,Qasigiannguit,GL,2022-12-02 02:34:04,68.8193,-51.1922,-7.71,78,9,8.03
364,Chatra,IN,2022-12-02 02:34:04,24.2167,84.8667,66.47,39,0,1.54
365,Klyuchi,RU,2022-12-02 02:34:04,52.2667,79.1667,-3.42,95,9,8.59
366,Vila Velha,BR,2022-12-02 02:29:51,-20.3297,-40.2925,73.35,98,100,8.05
367,Taoudenni,ML,2022-12-02 02:34:04,22.6783,-3.9836,63.28,14,4,0.76
368,Ocean City,US,2022-12-02 02:33:39,39.2776,-74.5746,37.42,63,64,5.99
369,Luba,GQ,2022-12-02 02:34:05,3.4568,8.5547,79.72,81,100,4.72
370,Beaufort,MY,2022-12-02 02:34:05,5.3473,115.7455,86.11,65,92,1.86
371,Asyut,EG,2022-12-02 02:34:05,27.181,31.1837,55.58,48,15,5.1
372,At-Bashi,KG,2022-12-02 02:34:06,41.1702,75.8106,14.85,84,67,1.95
373,Nyzhnya Duvanka,UA,2022-12-02 02:34:06,49.5846,38.1743,28.02,55,100,15.68
374,Tambura,SS,2022-12-02 02:34:06,5.6,27.4667,69.42,81,99,3.78
375,Stromness,GB,2022-12-02 02:34:06,58.965,-3.296,49.96,92,100,5.99
376,Maryville,US,2022-12-02 02:31:40,35.7565,-83.9705,41.09,59,0,1.01
377,Portland,US,2022-12-02 02:32:01,45.5234,-122.6762,37.62,90,75,8.05
378,Emerald,AU,2022-12-02 02:29:43,-23.5333,148.1667,77.34,48,0,16.73
379,Puerto Del Rosario,ES,2022-12-02 02:34:07,28.5004,-13.8627,65.95,82,100,12.66
380,Ulaangom,MN,2022-12-02 02:34:07,49.9811,92.0667,-14.12,92,99,1.43
381,Riosucio,CO,2022-12-02 02:34:07,5.4216,-75.7032,58.06,98,100,1.68
382,Asfi,MA,2022-12-02 02:34:08,32.2994,-9.2372,61.77,85,10,2.73
383,Poum,NC,2022-12-02 02:34:08,-20.2333,164.0167,82.0,83,100,13.87
384,Koroni,GR,2022-12-02 02:34:08,36.8,21.95,56.07,77,19,5.99
385,Mnogovershinnyy,RU,2022-12-02 02:34:09,53.9353,139.9242,-8.59,85,28,7.63
386,Flinders,AU,2022-12-02 02:34:09,-34.5833,150.8552,64.38,83,80,8.9
387,High Prairie,CA,2022-12-02 02:34:09,55.4334,-116.4858,-11.81,99,26,1.81
388,Rawah,IQ,2022-12-02 02:30:26,34.4816,41.9093,60.96,69,93,8.57
389,Severo-Kurilsk,RU,2022-12-02 02:32:16,50.6789,156.125,28.17,86,97,8.88
390,Tomatlan,MX,2022-12-02 02:34:10,19.9333,-105.25,72.75,92,31,2.82
391,Oistins,BB,2022-12-02 02:33:05,13.0667,-59.5333,77.09,88,40,14.97
392,Tirumullaivasal,IN,2022-12-02 02:34:10,11.2333,79.8333,81.03,77,9,8.48
393,Dakar,SN,2022-12-02 02:34:10,14.6937,-17.4441,72.48,66,87,18.48
394,Codrington,AU,2022-12-02 02:34:11,-38.2667,141.9667,65.68,64,9,9.82
395,Kayerkan,RU,2022-12-02 02:34:11,69.3497,87.7602,-0.35,97,100,8.59
396,Pirgos,GR,2022-12-02 02:34:11,35.1167,25.7178,56.62,85,16,5.55
397,Marquette,US,2022-12-02 02:34:11,46.5333,-87.6335,26.33,79,100,14.07
398,Boyuibe,BO,2022-12-02 02:34:12,-20.4167,-63.2833,64.94,92,100,10.8
399,Victoria,HK,2022-12-02 02:29:30,22.2855,114.1577,62.26,71,100,11.99
400,La Ronge,CA,2022-12-02 02:30:48,55.1001,-105.2842,-12.75,70,0,6.91
401,Malakal,SS,2022-12-02 02:34:12,9.5334,31.6605,75.87,30,94,4.38
402,Sept-Iles,CA,2022-12-02 02:34:12,50.2001,-66.3821,30.2,74,75,16.11
403,Isangel,VU,2022-12-02 02:34:13,-19.55,169.2667,89.71,70,100,10.36
404,Bud,US,2022-12-02 02:34:13,39.447,-86.1758,32.68,76,2,7.07
405,Tazovskiy,RU,2022-12-02 02:32:14,67.4667,78.7,-2.25,96,85,11.72
406,Grand-Santi,GF,2022-12-02 02:29:19,4.25,-54.3833,71.51,99,57,2.53
407,Richards Bay,ZA,2022-12-02 02:34:13,-28.783,32.0377,68.59,79,10,15.32
408,Tautira,PF,2022-12-02 02:35:14,-17.7333,-149.15,79.83,80,40,15.39
409,Touros,BR,2022-12-02 02:35:14,-5.1989,-35.4608,78.46,71,8,11.95
410,Sao Filipe,CV,2022-12-02 02:35:14,14.8961,-24.4956,72.99,66,100,12.37
411,Bumba,CD,2022-12-02 02:35:15,2.1833,22.4667,69.33,98,78,1.79
412,Iralaya,HN,2022-12-02 02:35:15,15.0,-83.2333,77.45,85,4,10.27
413,Shelburne,CA,2022-12-02 02:33:39,44.0787,-80.2041,27.36,83,56,8.48
414,Xiuyan,CN,2022-12-02 02:35:15,40.2928,123.2744,25.74,32,53,4.92
415,Tahe,CN,2022-12-02 02:35:16,52.3333,124.7333,-6.23,73,99,1.63
416,Pimentel,PE,2022-12-02 02:35:16,-6.8367,-79.9342,65.95,88,2,11.32
417,Saint-Pierre,RE,2022-12-02 02:35:16,-21.3393,55.4781,78.57,57,0,6.91
418,Cockburn Town,TC,2022-12-02 02:35:16,21.4612,-71.1419,78.76,61,20,18.41
419,Mandal,IN,2022-12-02 02:35:17,25.45,74.5667,61.07,41,0,3.62
420,Filingue,NE,2022-12-02 02:35:17,14.3521,3.3168,71.87,19,7,7.56
421,Rizhao,CN,2022-12-02 02:35:17,35.4275,119.4553,36.9,37,6,6.62
422,Alyangula,AU,2022-12-02 02:35:18,-13.8483,136.4192,89.11,46,28,2.21
423,Lobito,AO,2022-12-02 02:35:18,-12.3481,13.5456,75.47,87,52,4.81
424,Waipawa,NZ,2022-12-02 02:35:18,-41.4122,175.5153,50.77,83,96,10.42
425,Kawit,PH,2022-12-02 02:35:18,14.45,120.9,90.23,60,75,5.75
426,Panaba,MX,2022-12-02 02:35:19,21.2833,-88.2667,74.95,87,4,10.42
427,Urumqi,CN,2022-12-02 02:35:19,43.801,87.6005,5.95,85,100,2.24
428,Bangassou,CF,2022-12-02 02:35:19,4.7413,22.8184,67.69,98,84,2.77
429,Canberra,AU,2022-12-02 02:31:45,-35.2835,149.1281,71.38,60,100,6.91
430,Lagunillas,VE,2022-12-02 02:35:20,10.1301,-71.2595,74.79,82,0,7.52
431,Rodos,GR,2022-12-02 02:35:20,36.4408,28.2225,56.86,94,40,4.61
432,Lae,PG,2022-12-02 02:35:20,-6.7221,146.9847,92.07,62,99,11.14
433,Takoradi,GH,2022-12-02 02:35:21,4.8845,-1.7554,77.92,86,96,6.22
434,Aykhal,RU,2022-12-02 02:35:21,66.0,111.5,-17.9,99,100,5.55
435,Belogorsk,RU,2022-12-02 02:35:21,50.9158,128.4611,-11.25,91,90,4.12
436,Sibolga,ID,2022-12-02 02:35:22,1.7427,98.7792,76.26,91,100,2.37
437,Sar-E Pul,AF,2022-12-02 02:35:22,35.8333,66.1667,33.71,85,96,3.0
438,Tabuk,PH,2022-12-02 02:35:22,17.4189,121.4443,84.11,60,48,2.86
439,Mamallapuram,IN,2022-12-02 02:35:22,12.6264,80.1722,80.65,78,5,7.0
440,Lagos,NG,2022-12-02 02:32:04,6.5833,3.75,77.32,89,65,3.29
441,Wakkanai,JP,2022-12-02 02:34:36,45.4094,141.6739,22.98,68,75,21.85
442,Segou,ML,2022-12-02 02:35:23,13.4317,-6.2157,76.55,19,72,6.64
443,Makakilo City,US,2022-12-02 02:35:23,21.3469,-158.0858,79.12,60,100,11.5
444,Vuktyl,RU,2022-12-02 02:35:23,63.8567,57.3094,-7.42,99,90,5.7
445,Lazaro Cardenas,MX,2022-12-02 02:31:28,17.9583,-102.2,77.59,81,69,3.0
446,Winneba,GH,2022-12-02 02:35:24,5.3511,-0.6231,77.41,88,94,5.26
447,Dudinka,RU,2022-12-02 02:35:24,69.4058,86.1778,0.64,98,100,8.59
448,Kisangani,CD,2022-12-02 02:35:24,0.5167,25.2,68.0,93,100,1.74
449,Kahului,US,2022-12-02 02:34:21,20.8947,-156.47,78.82,78,40,13.8
450,Rudkobing,DK,2022-12-02 02:35:25,54.9364,10.7102,41.05,86,100,16.98
451,San Policarpo,PH,2022-12-02 02:35:25,12.1791,125.5072,82.2,82,100,15.23
452,Mimongo,GA,2022-12-02 02:35:25,-1.6195,11.6068,68.36,96,100,1.5
453,Aranda De Duero,ES,2022-12-02 02:36:26,41.6704,-3.6892,32.81,80,1,6.85
454,Tilichiki,RU,2022-12-02 02:36:26,60.4667,166.1,8.53,96,95,5.99
455,Havre-Saint-Pierre,CA,2022-12-02 02:36:26,50.2334,-63.5986,33.8,74,100,26.46
456,Marzuq,YE,2022-12-02 02:36:26,14.4,46.4667,59.32,46,0,2.13
457,Shengjin,AL,2022-12-02 02:36:27,41.8136,19.5939,51.84,75,100,5.95
458,Adrar,MR,2022-12-02 02:36:27,20.5022,-10.0711,65.44,21,3,7.05
459,Sribne,UA,2022-12-02 02:36:27,50.6638,32.9187,28.83,47,100,12.82
460,Lasem,ID,2022-12-02 02:36:28,-6.6922,111.4527,83.14,70,96,8.05
461,Mae Sai,TH,2022-12-02 02:36:28,20.4335,99.8762,71.29,95,97,1.23
462,Gamba,GA,2022-12-02 02:36:28,-2.65,10.0,75.9,92,100,9.17
463,Omboue,GA,2022-12-02 02:36:28,-1.5746,9.2618,76.78,87,100,5.99
464,High Rock,BS,2022-12-02 02:36:29,26.6208,-78.2833,73.42,66,100,23.91
465,Olean,US,2022-12-02 02:36:29,42.0776,-78.4297,30.88,86,100,6.91
466,Ossora,RU,2022-12-02 02:33:14,59.2353,163.0719,14.05,74,9,7.05
467,Mount Darwin,ZW,2022-12-02 02:36:29,-16.7725,31.5838,63.21,62,1,2.28
468,Kyabe,TD,2022-12-02 02:36:29,9.4515,18.9449,80.19,34,89,2.86
469,Balagansk,RU,2022-12-02 02:36:30,54.0103,103.0544,-3.06,87,100,11.99
470,Tutoia,BR,2022-12-02 02:36:30,-2.7619,-42.2744,79.63,82,41,13.65
471,Coihaique,CL,2022-12-02 02:36:30,-45.5752,-72.0662,51.75,66,100,4.61
472,Kloulklubed,PW,2022-12-02 02:36:31,7.0419,134.2556,84.7,77,100,13.0
473,Jawhar,SO,2022-12-02 02:36:31,2.7809,45.5005,74.93,84,84,5.86
474,Barahona,DO,2022-12-02 02:32:46,18.2085,-71.1008,75.85,70,5,1.28
475,Esso,RU,2022-12-02 02:36:31,55.9333,158.7,3.88,98,40,2.93
476,Basoko,CD,2022-12-02 02:36:31,1.2391,23.616,69.06,97,87,3.76
477,Amazar,RU,2022-12-02 02:33:19,53.858,120.875,-11.74,80,53,1.74
478,Shahr-E Babak,IR,2022-12-02 02:36:32,30.1165,55.1186,43.84,52,57,4.41
479,Tibiri,NE,2022-12-02 02:36:32,13.5627,7.0485,66.18,25,4,9.91
480,Naze,JP,2022-12-02 02:36:32,28.3667,129.4833,54.52,86,100,20.65
481,Waingapu,ID,2022-12-02 02:36:33,-9.6567,120.2641,85.95,62,80,7.0
482,Constitucion,CL,2022-12-02 02:34:35,-35.3333,-72.4167,54.21,75,0,11.34
483,Elko,US,2022-12-02 02:32:56,41.0002,-115.5012,34.23,88,100,18.01
484,Vostok,RU,2022-12-02 02:36:33,46.4856,135.8833,0.16,81,95,11.18
485,North Platte,US,2022-12-02 02:35:41,41.1239,-100.7654,46.08,51,0,13.0
486,Brigantine,US,2022-12-02 02:36:33,39.4101,-74.3646,36.01,67,0,4.61
487,Semporna,MY,2022-12-02 02:36:33,4.4818,118.6112,80.24,81,100,1.52
488,Darhan,MN,2022-12-02 02:36:34,49.4867,105.9228,0.16,64,73,5.5
489,San Pedro De Macoris,DO,2022-12-02 02:36:34,18.4616,-69.2972,77.13,89,3,9.69
490,Nichinan,JP,2022-12-02 02:36:34,31.6,131.3667,49.68,52,97,5.59
491,Cervignano Del Friuli,IT,2022-12-02 02:36:35,45.8211,13.3381,45.64,89,100,4.61
492,College,US,2022-12-02 02:36:35,64.8569,-147.8028,-0.09,83,40,0.0
493,Katobu,ID,2022-12-02 02:36:35,-4.9408,122.5276,86.4,62,100,5.21
494,Sorland,NO,2022-12-02 02:36:35,67.667,12.6934,40.86,74,63,9.28
495,Bridgetown,BB,2022-12-02 02:35:09,13.1,-59.6167,78.93,88,40,14.97
496,Sur,OM,2022-12-02 02:36:36,22.5667,59.5289,72.61,41,32,2.39
497,Sorong,ID,2022-12-02 02:36:36,-0.8833,131.25,83.16,69,100,4.14
498,Muravlenko,RU,2022-12-02 02:36:36,63.7898,74.523,-7.96,96,60,11.01
499,Wasilla,US,2022-12-02 02:36:37,61.5814,-149.4394,19.31,88,0,3.44
500,Trat,TH,2022-12-02 02:36:37,12.5,102.5,85.91,80,77,9.95
501,Umm Lajj,SA,2022-12-02 02:37:37,25.0213,37.2685,74.14,54,0,10.25
502,Izhma,RU,2022-12-02 02:37:37,65.0083,53.9113,12.25,96,100,7.29
503,Tonekabon,IR,2022-12-02 02:37:38,36.8163,50.8738,51.75,92,100,5.17
504,Wewak,PG,2022-12-02 02:37:38,-3.5534,143.6268,84.56,70,92,6.78
505,Maine-Soroa,NE,2022-12-02 02:37:38,13.2114,12.0241,67.98,22,98,9.19
506,Goderich,CA,2022-12-02 02:37:38,43.7501,-81.7165,26.92,74,15,6.91
507,Turukhansk,RU,2022-12-02 02:37:39,65.8167,87.9833,-4.23,100,100,5.95
508,Kirakira,SB,2022-12-02 02:37:39,-10.4544,161.9205,84.0,74,100,7.92
509,Nishihara,JP,2022-12-02 02:37:39,26.1842,127.7558,67.28,81,100,19.57
510,Dzaoudzi,YT,2022-12-02 02:37:39,-12.7887,45.2699,78.69,89,0,3.44
511,Jaynagar,IN,2022-12-02 02:34:38,26.5833,86.15,67.62,49,0,4.45
512,Inongo,CD,2022-12-02 02:37:40,-1.95,18.2667,70.12,91,100,2.39
513,Dublin,US,2022-12-02 02:34:23,37.7021,-121.9358,48.18,90,100,6.91
514,Zelenogorskiy,RU,2022-12-02 02:37:40,55.0333,87.0,-6.36,96,11,1.63
515,Nakhon Phanom,TH,2022-12-02 02:37:40,17.3333,104.4167,76.8,56,12,9.4
516,George,ZA,2022-12-02 02:37:41,-33.963,22.4617,60.35,94,40,5.75
517,Bandarban,BD,2022-12-02 02:37:41,22.1965,92.2262,77.86,59,0,2.17
518,Bireun,ID,2022-12-02 02:37:41,5.203,96.7009,79.7,75,100,0.83
519,Bourg-En-Bresse,FR,2022-12-02 02:37:41,46.1667,5.1667,39.29,89,100,3.15
520,Dzilam Gonzalez,MX,2022-12-02 02:37:42,21.2833,-88.9333,76.59,80,0,9.26
521,Kilindoni,TZ,2022-12-02 02:37:42,-7.9139,39.6668,78.8,78,11,9.08
522,Port-Gentil,GA,2022-12-02 02:37:42,-0.7193,8.7815,78.91,84,100,12.06
523,Milkovo,RU,2022-12-02 02:37:42,54.7167,158.6167,13.5,89,46,0.47
524,Jiexiu,CN,2022-12-02 02:37:43,37.0244,111.9125,35.24,12,4,11.03
525,Marsh Harbour,BS,2022-12-02 02:35:41,26.5412,-77.0636,76.55,70,100,25.55
526,Castelo Branco,PT,2022-12-02 02:37:43,39.8222,-7.4909,39.25,71,0,4.59
527,Taywarah,AF,2022-12-02 02:37:43,33.35,64.4167,30.43,48,1,0.78
528,Flin Flon,CA,2022-12-02 02:37:44,54.7682,-101.865,-7.53,96,100,5.39
529,Susanville,US,2022-12-02 02:37:44,40.4163,-120.653,27.12,82,0,10.0
530,Zapolyarnyy,RU,2022-12-02 02:37:44,69.4154,30.8136,24.08,98,75,2.64
531,Hopewell,US,2022-12-02 02:37:44,37.3043,-77.2872,35.69,80,79,3.24
532,Quchan,IR,2022-12-02 02:37:45,37.106,58.5095,36.73,95,100,2.75
533,Waitara,NZ,2022-12-02 02:37:45,-38.925,174.25,62.01,55,41,23.49
534,Eyl,SO,2022-12-02 02:37:45,7.9803,49.8164,76.91,79,95,13.56
535,Grindavik,IS,2022-12-02 02:37:46,63.8424,-22.4338,42.75,87,75,19.57
536,Veinticinco De Mayo,AR,2022-12-02 02:37:46,-35.4323,-60.1727,63.99,82,60,1.01
537,Westport,US,2022-12-02 02:34:03,41.1415,-73.3579,39.02,60,0,4.61
538,Atherton,GB,2022-12-02 02:37:46,53.5237,-2.4935,40.44,96,39,1.01
539,Twentynine Palms,US,2022-12-02 02:37:46,34.1356,-116.0542,55.13,45,100,3.0
540,Boyolangu,ID,2022-12-02 02:37:47,-8.1181,111.8935,82.96,65,96,8.12
541,Maloy,NO,2022-12-02 02:37:47,61.9353,5.1136,40.73,67,86,9.62
542,Skjervoy,NO,2022-12-02 02:37:47,70.0311,20.9714,28.4,71,16,7.87
543,Maniitsoq,GL,2022-12-02 02:37:48,65.4167,-52.9,23.13,50,100,15.55
544,Ati,TD,2022-12-02 02:37:48,13.2154,18.3353,73.49,21,32,11.05
545,Sobolevo,RU,2022-12-02 02:37:48,54.4299,31.8996,16.21,92,100,6.96
546,Djambala,CG,2022-12-02 02:37:48,-2.5447,14.7533,65.77,92,100,2.64
547,Enshi,CN,2022-12-02 02:37:49,30.3,109.4833,41.79,77,77,0.54
548,Storforshei,NO,2022-12-02 02:37:49,66.4043,14.5233,21.65,85,11,1.14
549,Starcevo,BG,2022-12-02 02:38:49,41.4167,25.0667,40.23,96,100,4.97
550,Dolores,AR,2022-12-02 02:38:49,-36.3132,-57.6792,57.27,89,78,10.89
551,Kibre Mengist,ET,2022-12-02 02:38:50,5.8833,38.9833,48.74,81,69,3.24
552,Kenai,US,2022-12-02 02:38:50,60.5544,-151.2583,14.14,87,0,0.0
553,Villa Union,MX,2022-12-02 02:38:50,23.2,-106.2333,74.01,94,75,0.0
554,Hastings,GB,2022-12-02 02:38:50,50.8552,0.5729,45.91,98,100,8.63
555,Zhezkazgan,KZ,2022-12-02 02:38:51,47.8043,67.7144,-5.82,84,75,6.71
